관리번호,주소,교차로명,교차로번호,설치일자,신호등 종류,신호등 재질,신호등 전구,경도,위도
22324,대덕구 읍내동 90-1도,읍내삼거리,130,1991-12-20,보행등,LED,2색등,127.4259872,36.38155981
22323,대덕구 법동 218도,양지초교네거리,600,1996-12-17,보행등,LED,2색등,127.4343415,36.36527074
22322,대덕구 장동 359-2도,장동초네거리,1785,2021-02-20,차량등,LED,4색등,127.4376591,36.41344529
22321,대덕구 장동 349-2도,장동초네거리,1785,2021-02-20,차량등,LED,4색등,127.4377809,36.4135422
22320,서구 둔산동 1553도,한밭초교(단),1370,2021-02-16,보조등,LED,3색등,127.3941809,36.35348184
22319,유성구 원신흥동 589도,원신흥(단),837,2011-06-13,차량등,LED,3색등,127.3493222,36.33803133
22316,서구 갈마동 685도,갈마네거리,1162,1994-11-25,차량등,LED,4색등,127.3680609,36.35347969
22315,서구 갈마동 685도,갈마네거리,1162,1994-11-25,차량등,LED,4색등,127.3680912,36.35350965
22314,서구 갈마동 685도,갈마네거리,1162,1994-11-25,보행등,LED,2색등,127.3679883,36.35340712
22313,서구 갈마동 685도,갈마네거리,1162,1994-11-25,차량등,LED,3색등,127.3679617,36.35358942
22312,서구 갈마동 261-19도,갈마네거리,1162,1994-11-25,차량등,LED,4색등,127.3681283,36.35372128
22311,서구 갈마동 261-19도,갈마네거리,1162,1994-11-25,보행등,LED,2색등,127.36817,36.35375696
22310,서구 갈마동 685도,갈마네거리,1162,1994-11-25,차량등,LED,4색등,127.3681016,36.35369541
22309,유성구 봉명동 637도,계룡호텔삼거리,808,2021-02-04,차량등,LED,3색등,127.3469088,36.35680152
22308,유성구 봉명동 637도,계룡호텔삼거리,808,2021-02-04,차량등,LED,3색등,127.3469043,36.35677372
22307,중구 대흥동 295-11도,시노인복지관(경),1976,2010-07-15,경보등,LED,적색3색등,127.4202792,36.32043205
22306,중구 문창동 347-1천,문창동 하상도로(경),1975,2000-10-10,경보등,LED,황색3색등,127.4383472,36.31746574
22305,동구 효동 305 창,문창동 하상도로(경),1975,2000-10-10,경보등,LED,황색3색등,127.4387165,36.3175355
22304,중구 선화동 262도,선화교좌안(경),1971,2013-01-16,경보등,LED,적색3색등,127.4245421,36.33288717
22303,중구 선화동 262도,선화교좌안(경),1971,2013-01-16,경보등,LED,황색3색등,127.4245312,36.33287767
22302,대덕구 상서동 259-4 도,상서삼거리,133,1999-12-24,보조등,LED,1색등,127.4205902,36.42783714
22301,중구 대사동 644-20구,보문산(경),1956,2011-08-29,경보등,LED,3색등,127.4245318,36.31500428
22300,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,4색등,127.3602854,36.35870472
22299,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,4색등,127.3603,36.35874392
22298,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,3색등,127.3603166,36.35860996
22297,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,3색등,127.3602182,36.358627
22296,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,4색등,127.3607865,36.35880658
22295,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,4색등,127.3607793,36.35877443
22294,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,3색등,127.3602588,36.35896861
22293,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,3색등,127.3603628,36.35895413
22292,서구 월평동 1555도,갑천대교네거리,66,2021-01-26,차량등,LED,3색등,127.3603892,36.35894891
22291,중구 대흥동 320-1도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4231819,36.32244625
22290,중구 대흥동 320-1도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4231548,36.32243626
22289,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4228435,36.32246109
22288,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4228366,36.32247467
22287,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4224784,36.32273693
22286,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4225017,36.32275929
22285,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4228529,36.32301151
22284,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.422882,36.32301711
22283,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4234206,36.32279614
22282,중구 대흥동 630도,대고오거리,17,2021-01-26,차량등,LED,5색등,127.4234317,36.32277314
22281,동구 중동 317도,대전역네거리,81,2021-01-26,차량등,LED,4색등,127.4327071,36.33112134
22280,동구 중동 317도,대전역네거리,81,2021-01-26,차량등,LED,4색등,127.4326808,36.33111157
22279,동구 중동 317도,대전역네거리,81,2021-01-26,차량등,LED,4색등,127.4327547,36.33130536
22278,동구 중동 317도,대전역네거리,81,2021-01-26,차량등,LED,4색등,127.4324699,36.33130199
22277,동구 중동 317도,대전역네거리,81,2021-01-26,차량등,LED,4색등,127.4325139,36.33131479
22276,유성구 봉명동 608도,온천교네거리,1189,2021-01-26,차량등,LED,4색등,127.3433073,36.35940922
22275,유성구 봉명동 608도,온천교네거리,1189,2021-01-26,차량등,LED,4색등,127.3433155,36.35942526
22274,유성구 봉명동 608도,온천교네거리,1189,2021-01-26,차량등,LED,4색등,127.3436068,36.3591389
22273,유성구 봉명동 608도,온천교네거리,1189,2021-01-26,차량등,LED,4색등,127.3435738,36.35914943
22272,유성구 봉명동 639도,온천교네거리,1189,2021-01-26,차량등,LED,4색등,127.3439404,36.35936307
22271,유성구 봉명동 639도,온천교네거리,1189,2021-01-26,차량등,LED,4색등,127.3439331,36.35933751
22270,유성구 도룡동 8-59임,컨벤션센터네거리,170,2021-01-28,보조등,LED,1색등,127.3936521,36.37425316
22269,서구 둔산동 1515-1도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3792019,36.35766197
22268,서구 둔산동 1515-1도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3792021,36.35769197
22267,서구 둔산동 1531도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3795631,36.35748559
22266,서구 둔산동 1531도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3795209,36.35748657
22265,서구 둔산동 1515-1도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3797319,36.35780447
22264,서구 둔산동 1515-1도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3797301,36.35777947
22263,서구 월평동 1502도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3793764,36.35800681
22262,서구 월평동 1502도,정부청사역네거리,242,2021-01-26,차량등,LED,4색등,127.3794245,36.35800527
22261,서구 갈마동 693도,갈마삼거리,1164,2021-01-26,차량등,LED,3색등,127.3696753,36.35212091
22260,서구 갈마동 693도,갈마삼거리,1164,2021-01-26,차량등,LED,3색등,127.3696552,36.35213286
22259,서구 갈마동 693도,갈마삼거리,1164,2021-01-26,보조등,LED,1색등,127.3697191,36.35209328
22258,서구 갈마동 693도,갈마삼거리,1164,2021-01-26,보조등,LED,1색등,127.369595,36.35224604
22257,서구 둔산동 1515도,한밭대교네거리,1233,2021-01-26,차량등,LED,4색등,127.4011724,36.35773145
22256,서구 둔산동 2154도,한밭대교네거리,1233,2021-01-26,차량등,LED,3색등,127.4008957,36.35757671
22255,서구 둔산동 2154도,한밭대교네거리,1233,2021-01-26,차량등,LED,3색등,127.4009121,36.35758984
22254,서구 둔산동 2154도,한밭대교네거리,1233,2021-01-26,차량등,LED,3색등,127.4008943,36.35757334
22253,서구 둔산동 2154도,한밭대교네거리,1233,2021-01-26,차량등,LED,3색등,127.4009115,36.35758856
22252,서구 둔산동 2154도,한밭대교네거리,1233,2021-01-26,차량등,LED,3색등,127.4008471,36.35757905
22251,서구 둔산동 2154도,한밭대교네거리,1233,2021-01-26,차량등,LED,3색등,127.4008481,36.35760544
22250,서구 둔산동 1515도,한밭대교네거리,1233,2021-01-26,차량등,LED,4색등,127.4011689,36.35770438
22249,서구 월평동 1528-1도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.3639867,36.35412807
22248,서구 월평동 1528-1도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.363954,36.35412191
22247,서구 월평동 1528도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.3637394,36.35420348
22246,서구 월평동 1528도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.3637362,36.35424587
22245,서구 월평동 1528도,대전일보네거리,926,2021-01-26,보행등,LED,2색등,127.3637761,36.35412031
22244,서구 월평동 1528-1도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.364057,36.35439842
22243,서구 월평동 1528-1도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.3640597,36.35435721
22242,서구 월평동 1523도,대전일보네거리,926,2021-01-26,보행등,LED,2색등,127.3638466,36.35457888
22241,서구 월평동 1523도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.3638936,36.3546059
22240,서구 월평동 1523도,대전일보네거리,926,2021-01-26,차량등,LED,4색등,127.3639307,36.35461178
22239,중구 유천동 465도,문화초교네거리,10,1989-12-30,보행등,LED,2색등,127.3981001,36.31253906
22238,서구 관저동 1167도,구봉초교네거리,423,2021-01-23,보조등,LED,1색등,127.3296942,36.29904209
22237,대덕구 중리동 462도,하나로병원네거리,584,1994-05-30,보행등,LED,2색등,127.4313616,36.36135601
22236,대덕구 중리동 473도,하나로병원네거리,584,1994-05-30,보행등,LED,2색등,127.4318785,36.36144531
22235,대덕구 중리동 450도,하나로병원네거리,584,2021-01-23,보조등,LED,1색등,127.4317892,36.36126028
22234,대덕구 중리동 450도,하나로병원네거리,584,1994-05-30,보행등,LED,2색등,127.4317885,36.36128362
22233,유성구 상대동 493도,도안5단지(단),833,2015-12-16,보행등,LED,2색등,127.3357006,36.34451688
22232,유성구 상대동 493도,도안5단지(단),833,2015-12-16,보행등,LED,2색등,127.3354647,36.34495123
22231,서구 흑석동 1033도,흑석역(경),1937,2003-10-08,경보등,LED,황색3색등,127.3399319,36.25539058
22230,서구 흑석동 1033도,흑석역(경),1937,2003-10-08,경보등,LED,황색3색등,127.339934,36.25538805
22229,유성구 방현동 432 도,방현3(경),1923,2016-06-15,경보등,LED,적색3색등,127.3730706,36.40606482
22228,유성구 방현동 432 도,방현3(경),1923,2016-06-15,경보등,LED,적색3색등,127.3730704,36.4060654
22227,유성구 방현동 430 도,방현3(경),1923,2016-06-15,경보등,LED,황색3색등,127.3728765,36.40607711
22226,유성구 방현동 430 도,방현3(경),1923,2016-06-15,경보등,LED,황색3색등,127.372878,36.40607558
22225,유성구 관평동 1287도,일신테크(경),1922,2008-03-15,경보등,LED,3색등,127.3943049,36.4270298
22224,유성구 신성동 468도,신성동 애경연구소(경),1913,2018-12-20,경보등,LED,적색3색등,127.3511994,36.39229462
22223,유성구 신성동 468도,신성동 애경연구소(경),1913,2018-12-20,경보등,LED,적색3색등,127.3511827,36.39231322
22222,유성구 자운동 21-5전,신성동 애경연구소(경),1913,2018-12-20,경보등,LED,황색3색등,127.3510067,36.39239396
22221,유성구 자운동 21-5전,신성동 애경연구소(경),1913,2018-12-20,경보등,LED,황색3색등,127.3510367,36.39240999
22220,유성구 관평동 673도,배울초교(경),1912,2017-06-22,경보등,LED,황색3색등,127.3843233,36.42269408
22219,유성구 관평동 673도,배울초교(경),1912,2017-06-22,경보등,LED,황색3색등,127.3841118,36.42284259
22218,서구 탄방동 1449도,탄방역(경),1895,2011-12-22,경보등,LED,3색등,127.3845884,36.34506285
22217,서구 둔산동 1549도,검찰청앞(경),1894,2007-10-23,경보등,LED,황색3색등,127.3878884,36.35357417
22216,서구 둔산동 1549도,검찰청앞(경),1894,2007-10-23,경보등,LED,황색3색등,127.3878877,36.35357541
22215,유성구 금고동 481-1도,금고동BRT차고지(경),1875,2017-12-04,경보등,LED,적색3색등,127.3895722,36.4618919
22214,유성구 금고동 481-1도,금고동BRT차고지(경),1875,2017-12-04,경보등,LED,적색3색등,127.3895928,36.46190141
22213,유성구 금고동 481-1도,금고동BRT차고지(경),1875,2017-12-04,경보등,LED,황색3색등,127.3895329,36.46192987
22212,유성구 금고동 481-1도,금고동BRT차고지(경),1875,2017-12-04,경보등,LED,황색3색등,127.3895316,36.46192934
22211,서구 월평동 187-39 도,만년교(경),1874,2013-10-15,경보등,LED,황색3색등,127.3519076,36.34694735
22210,동구 용운동 297 대,에코포레APT105동(경),1873,2021-01-05,경보등,LED,적색3색등,127.4625127,36.3291958
22209,동구 용운동 297 대,에코포레APT105동(경),1873,2021-01-05,경보등,LED,적색3색등,127.4625042,36.32919984
22208,동구 용운동 534도,에코포레APT105동(경),1873,2021-01-05,경보등,LED,황색3색등,127.4624345,36.3291241
22207,동구 용운동 534도,에코포레APT105동(경),1873,2021-01-05,경보등,LED,황색3색등,127.462418,36.32913187
22206,동구 용운동 534도,에코포레APT105동(경),1873,2021-01-05,경보등,LED,황색3색등,127.4624072,36.3291377
22205,동구 용운동 534도,에코포레APT105동(경),1873,2021-01-05,경보등,LED,황색3색등,127.4623875,36.32914343
22204,동구 용운동 297 대,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4633319,36.33038466
22203,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4632669,36.33041158
22202,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4632451,36.33042048
22201,동구 용운동 297 대,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4633257,36.33040905
22200,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4632744,36.33049169
22199,동구 용운동 277-25도,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4631744,36.33050641
22198,동구 용운동 277-25도,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4632116,36.33051387
22197,동구 용운동 ,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4632577,36.33054819
22196,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4632873,36.33055493
22195,동구 용운동 ,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4631863,36.33061335
22194,동구 용운동 ,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4631691,36.33059074
22193,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.463394,36.33068684
22192,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.463419,36.33067502
22191,동구 용운동 175-5대,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4633394,36.33071405
22190,동구 용운동 175-5대,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4633474,36.33068596
22189,동구 용운동 534도,에코포레부출입구네거리,1872,2021-01-05,차량등,LED,4색등,127.4634222,36.33066531
22188,동구 용운동 297 대,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4634777,36.33063747
22187,동구 용운동 297 대,에코포레부출입구네거리,1872,2021-01-05,보행등,LED,2색등,127.4634773,36.33063694
22186,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4619985,36.32775605
22185,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4619931,36.32773878
22184,동구 용운동 297 대,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4619855,36.32779317
22182,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4619907,36.32772335
22181,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4619772,36.32767847
22180,동구 용운동 541도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4617131,36.3276028
22179,동구 용운동 541도,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4617744,36.32761963
22177,동구 용운동 541도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4617123,36.32760465
22176,동구 용운동 541도,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4616736,36.32765931
22175,동구 용운동 537도,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4616082,36.32776479
22174,동구 용운동 537도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4615258,36.32783257
22172,동구 용운동 537도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4615222,36.32781303
22170,동구 용운동 537도,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4615362,36.32786179
22169,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4617596,36.32790069
22168,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4617351,36.32790554
22167,동구 용운동 534도,용운주민센터네거리,1871,2021-01-05,차량등,LED,4색등,127.4617615,36.32790229
22166,동구 용운동 296-4대,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4616848,36.32789221
22165,동구 용운동 297 대,용운주민센터네거리,1871,2021-01-05,보행등,LED,2색등,127.4618371,36.32788306
22164,동구 용운동 534도,에코포레(단),1870,2021-01-05,차량등,LED,3색등,127.462608,36.32752993
22163,동구 용운동 534도,에코포레(단),1870,2021-01-05,차량등,LED,3색등,127.4626133,36.32754346
22162,동구 용운동 534도,에코포레(단),1870,2021-01-05,보행등,LED,2색등,127.4625918,36.32749988
22161,동구 용운동 534도,에코포레(단),1870,2021-01-05,차량등,LED,3색등,127.4625475,36.32759114
22160,동구 용운동 534도,에코포레(단),1870,2021-01-05,차량등,LED,3색등,127.4625407,36.32757608
22159,동구 용운동 297 대,에코포레(단),1870,2021-01-05,보행등,LED,2색등,127.4625609,36.32761678
22158,동구 용운동 534도,용운초(단),1869,2021-01-05,차량등,LED,3색등,127.4633966,36.32733024
22157,동구 용운동 534도,용운초(단),1869,2021-01-05,차량등,LED,3색등,127.4634975,36.32725535
22156,동구 용운동 534도,용운초(단),1869,2021-01-05,차량등,LED,3색등,127.4635043,36.32727041
22155,동구 용운동 534도,용운초(단),1869,2021-01-05,보행등,LED,2색등,127.4635067,36.32722034
22154,동구 용운동 534도,용운초(단),1869,2021-01-05,차량등,LED,3색등,127.4635871,36.32728778
22153,동구 용운동 534도,용운초(단),1869,2021-01-05,차량등,LED,3색등,127.4635788,36.32726789
22152,동구 용운동 297-2대,용운초(단),1869,2021-01-05,보행등,LED,2색등,127.4635734,36.32732018
22151,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4649969,36.32685952
22150,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4650147,36.32685112
22149,동구 용운동 297 대,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4649508,36.32685991
22148,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.465015,36.32684307
22147,동구 용운동 298대,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4650501,36.32682372
22146,동구 용운동 298-1대,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4651097,36.3267183
22145,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4650975,36.32669902
22144,동구 용운동 298대,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4651079,36.32676771
22143,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4650882,36.32667267
22142,동구 용운동 300-1학,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4650651,36.32663993
22141,동구 용운동 300-1학,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4649515,36.3266564
22140,동구 용운동 544도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.464865,36.32664372
22139,동구 용운동 544도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4648928,36.32663202
22138,동구 용운동 544도,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4648284,36.32665955
22137,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4647758,36.32680527
22136,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4647686,36.32674644
22135,동구 용운동 534도,에코포레주출입구네거리,1868,2021-01-05,차량등,LED,4색등,127.4647911,36.32683517
22134,동구 용운동 297 대,에코포레주출입구네거리,1868,2021-01-05,보행등,LED,2색등,127.4648172,36.32687005
22133,동구 용운동 274-20도,용운중삼거리,1028,2021-01-05,보행등,LED,2색등,127.4663867,36.32628378
22132,동구 용운동 274-20도,용운중삼거리,1028,2021-01-05,차량등,LED,3색등,127.4662691,36.32638121
22131,동구 용운동 274-20도,용운중삼거리,1028,2021-01-05,차량등,LED,3색등,127.4662998,36.32637006
22130,동구 용운동 298대,용운중삼거리,1028,2021-01-05,보행등,LED,2색등,127.4661007,36.32635571
22129,동구 용운동 534도,용운중삼거리,1028,2021-01-05,차량등,LED,3색등,127.4660328,36.32627876
22128,동구 용운동 534도,용운중삼거리,1028,2021-01-05,차량등,LED,3색등,127.4660438,36.3262939
22127,동구 삼성동 148-11대,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4342343,36.3396529
22126,동구 삼성동 148-11대,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4342139,36.33964422
22125,동구 삼성동 148-8도,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4340403,36.33985503
22124,동구 삼성동 148-8도,계룡공고삼거리,1078,2021-01-05,차량등,LED,4색등,127.4341456,36.33984841
22123,동구 삼성동 148-8도,계룡공고삼거리,1078,2021-01-05,차량등,LED,4색등,127.4341621,36.33982376
22122,동구 삼성동 148-68도,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4343213,36.33981061
22121,동구 삼성동 148-68도,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4343054,36.33983319
22120,동구 삼성동 148-11대,계룡공고삼거리,1078,2021-01-05,보행등,LED,2색등,127.4342636,36.33969345
22119,동구 삼성동 148-123대,계룡공고삼거리,1078,2021-01-05,보행등,LED,2색등,127.4340585,36.33962105
22118,동구 삼성동 150-70도,계룡공고삼거리,1078,2021-01-05,보조등,LED,1색등,127.4339239,36.33982783
22117,동구 삼성동 150-9도,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4336782,36.33952208
22116,동구 삼성동 150-9도,계룡공고삼거리,1078,2021-01-05,차량등,LED,3색등,127.4336627,36.33954797
22115,유성구 구성동 458도,원자력안전기술원삼거리,1761,2021-01-11,보조등,LED,4색등,127.3671529,36.37408505
22114,유성구 구성동 458도,원자력안전기술원삼거리,1761,2021-01-11,보조등,LED,3색등,127.3671474,36.37408558
22113,유성구 구성동 54도,카이스트동문삼거리,775,2021-01-11,보조등,LED,4색등,127.3674095,36.37358615
22112,동구 소제동 299-421도,죽전네거리,1070,2021-01-05,차량등,LED,5색등,127.4375426,36.33338045
22111,동구 소제동 299-421도,죽전네거리,1070,2021-01-05,보행등,LED,2색등,127.4374811,36.3333383
22110,동구 소제동 299-421도,죽전네거리,1070,2021-01-05,차량등,LED,4색등,127.4375856,36.33339685
22109,동구 소제동 299-561대,죽전네거리,1070,2021-01-05,보행등,LED,2색등,127.4376597,36.33341638
22108,동구 소제동 288-69도,죽전네거리,1070,2021-01-05,차량등,LED,4색등,127.4378638,36.33322573
22107,동구 소제동 288-69도,죽전네거리,1070,2021-01-05,보행등,LED,2색등,127.4377947,36.33328832
22105,동구 소제동 288-69도,죽전네거리,1070,2021-01-05,차량등,LED,4색등,127.437877,36.33320332
22104,동구 소제동 288-69도,죽전네거리,1070,2021-01-05,차량등,LED,4색등,127.437943,36.33310543
22103,동구 소제동 288-69도,죽전네거리,1070,2021-01-05,차량등,LED,4색등,127.4379263,36.33312943
22102,동구 소제동 288-69도,죽전네거리,1070,2021-01-05,보행등,LED,2색등,127.4379796,36.33304142
22101,동구 소제동 290-2도,죽전네거리,1070,2021-01-05,보조등,LED,4색등,127.4376153,36.33288384
22100,동구 소제동 291-7도,죽전네거리,1070,2021-01-05,차량등,LED,4색등,127.437596,36.33290941
22099,동구 소제동 290-2도,죽전네거리,1070,2021-01-05,차량등,LED,5색등,127.4377475,36.33280455
22098,동구 소제동 290-2도,죽전네거리,1070,2021-01-05,보행등,LED,2색등,127.4376576,36.33277534
22097,동구 신안동 224-2도,신안삼거리,1388,2021-01-05,차량등,LED,3색등,127.438029,36.3316968
22096,동구 신안동 224-2도,신안삼거리,1388,2021-01-05,차량등,LED,3색등,127.4380039,36.33169082
22095,동구 신안동 224-2도,신안삼거리,1388,2021-01-05,차량등,LED,3색등,127.4380653,36.33175698
22094,동구 신안동 224-2도,신안삼거리,1388,2021-01-05,차량등,LED,3색등,127.4380572,36.3317803
22093,동구 신안동 230-2 대,신안삼거리,1388,2021-01-05,보행등,LED,2색등,127.4380292,36.3318488
22092,동구 신안동 230-10 대,신안삼거리,1388,2021-01-05,보행등,LED,2색등,127.4381055,36.33171908
22091,동구 삼성동 80-155대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4357167,36.33835388
22090,동구 삼성동 80-155대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4357083,36.33832733
22089,동구 삼성동 80-209 대,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4357064,36.33842921
22088,동구 삼성동 80-155대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4357257,36.33827561
22087,동구 삼성동 80-103대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4355913,36.33813701
22086,동구 삼성동 80-103대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4355609,36.338127
22085,동구 삼성동 80-103대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4355143,36.3381125
22084,동구 삼성동 80-156대,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4357244,36.33823268
22083,동구 삼성동 80-120대,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4356388,36.3381711
22082,동구 삼성동 80-126대,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4354569,36.33810092
22081,동구 삼성동 80-10철,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4351696,36.33830036
22080,동구 삼성동 80-10철,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4351728,36.33832423
22079,동구 삼성동 80-10철,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.435191,36.33824431
22078,동구 삼성동 80-10철,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4351567,36.33835436
22077,동구 삼성동 80-58대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4352566,36.33852272
22076,동구 삼성동 80-58대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4352792,36.33853068
22075,동구 삼성동 80-58대,대동천교네거리,1867,2021-01-05,차량등,LED,4색등,127.4353374,36.33853687
22074,동구 삼성동 80-9철,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4351594,36.33842406
22073,동구 삼성동 80-58대,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4352285,36.33848335
22072,동구 삼성동 80-201 대,대동천교네거리,1867,2021-01-05,보행등,LED,2색등,127.4353845,36.33855459
22071,동구 삼성동 80-23철,계룡공고(단),1866,2021-01-05,차량등,LED,3색등,127.4357115,36.33770212
