관리번호,주소,교차로명,교차로번호,설치일자,신호등 종류,신호등 재질,신호등 전구,경도,위도
9448,서구 둔산동 1527-1도,둔지미네거리,231,1993-12-26,보행등,LED,2색등,127.3764252,36.35592938
9447,서구 둔산동 1526도,갈마공원삼거리,1165,1993-12-26,차량등,LED,3색등,127.3743643,36.35601299
9446,서구 둔산동 1526도,갈마공원삼거리,1165,1993-12-26,차량등,LED,3색등,127.3743186,36.35601313
9445,서구 둔산동 1526도,갈마공원삼거리,1165,1993-12-26,보행등,LED,2색등,127.3743974,36.35601288
9444,서구 둔산동 1527-1도,갈마공원삼거리,1165,1993-12-26,보행등,LED,2색등,127.3745152,36.35576294
9443,서구 둔산동 1527-1도,갈마공원삼거리,1165,1993-12-26,보행등,LED,2색등,127.3745152,36.35576294
9442,서구 둔산동 1526도,둔산여고네거리,58,1993-12-26,차량등,LED,4색등,127.3743445,36.35292371
9441,서구 둔산동 1526도,둔산여고네거리,58,1993-12-26,차량등,LED,4색등,127.3743445,36.35292371
9440,서구 둔산동 1526도,둔산여고네거리,58,1993-12-26,보행등,LED,2색등,127.3743838,36.35292335
9439,서구 둔산동 1526도,둔산여고네거리,58,1993-12-26,차량등,LED,4색등,127.3742806,36.35262737
9438,서구 둔산동 1526도,둔산여고네거리,58,1993-12-26,차량등,LED,4색등,127.3742303,36.35263268
9437,서구 갈마동 1460도,둔산여고네거리,58,1993-12-26,보행등,LED,2색등,127.3741509,36.35269219
9436,서구 갈마동 1460도,둔산여고네거리,58,1993-12-26,보행등,LED,2색등,127.3741509,36.35269219
9435,서구 갈마동 1460도,둔산여고네거리,58,1993-12-26,차량등,LED,4색등,127.3742053,36.35284607
9434,서구 갈마동 1460도,둔산여고네거리,58,1993-12-26,차량등,LED,4색등,127.3742016,36.35283056
9433,서구 갈마동 1460도,둔산여고네거리,58,1993-12-26,보행등,LED,2색등,127.3742142,36.35288345
9432,서구 갈마동 1460도,둔산여고네거리,58,1993-12-26,보행등,LED,2색등,127.3742142,36.35288345
9431,서구 갈마동 1460도,국민생활관(경),1563,2013-01-16,경보등,LED,3색등,127.3742887,36.35423122
9430,서구 갈마동 1460도,국민생활관(경),1563,2013-01-16,경보등,LED,3색등,127.3742887,36.35423122
9429,서구 갈마동 1460도,갈마공원삼거리,1165,1993-12-26,차량등,LED,4색등,127.3742563,36.35567374
9428,서구 갈마동 1460도,갈마공원삼거리,1165,1993-12-26,차량등,LED,4색등,127.3743014,36.3556736
9427,서구 갈마동 1460도,갈마공원삼거리,1165,1993-12-26,보행등,LED,2색등,127.3742293,36.35567383
9426,서구 갈마동 1460도,갈마공원삼거리,1165,1993-12-26,차량등,LED,3색등,127.3742238,36.35591097
9425,서구 갈마동 1460도,갈마공원삼거리,1165,1993-12-26,차량등,LED,3색등,127.3742236,36.35586197
9424,서구 갈마동 1460도,갈마공원삼거리,1165,1993-12-26,보행등,LED,2색등,127.3742239,36.355931
9423,서구 변동 산10-65 도,도솔네거리,884,2013-11-16,보행등,LED,2색등,127.3680155,36.33415501
9422,서구 변동 산10-65 도,도솔네거리,884,2013-11-16,보행등,LED,2색등,127.3681228,36.33416786
9421,서구 변동 산10-65 도,도솔네거리,884,2013-11-16,차량등,LED,3색등,127.3678408,36.33428277
9420,서구 변동 산10-65 도,도솔네거리,884,2013-11-16,차량등,LED,3색등,127.3678371,36.3343196
9419,서구 변동 산10-65 도,도솔네거리,884,2013-11-16,보행등,LED,2색등,127.3678756,36.33422916
9418,서구 도안동 1485 도,옥녀봉네거리,154,2011-06-13,차량등,LED,4색등,127.3481838,36.33207397
9417,서구 도안동 1485 도,옥녀봉네거리,154,2011-06-13,보행등,LED,2색등,127.3481812,36.33198993
9416,서구 도안동 1485 도,옥녀봉네거리,154,2011-06-13,보행등,LED,2색등,127.3482064,36.33198316
9415,유성구 원신흥동 609 도,옥녀봉네거리,154,2011-06-13,차량등,LED,4색등,127.3482263,36.33230118
9414,유성구 원신흥동 609 도,옥녀봉네거리,154,2011-06-13,차량등,LED,4색등,127.3482185,36.33225687
9413,유성구 원신흥동 609 도,옥녀봉네거리,154,2011-06-13,보행등,LED,2색등,127.3482478,36.33237799
9412,유성구 원신흥동 609 도,옥녀봉네거리,154,2011-06-13,보행등,LED,2색등,127.3482359,36.33235577
9411,유성구 원신흥동 71-1 도,,,,경보등,LED,화살표 6색등,127.3517366,36.33225841
9410,서구 월평동 산36-29 도,,,,경보등,LED,3색등,127.3575508,36.33249702
9409,서구 갈마동 419-16도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3695176,36.34385996
9408,서구 갈마동 419-16도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3694968,36.34390147
9407,서구 갈마동 419-16도,갈마APT삼거리,916,1993-07-15,보행등,LED,2색등,127.3695311,36.34383281
9406,서구 갈마동 692도,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.3685746,36.3433875
9405,서구 갈마동 691구,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.3685462,36.34341201
9404,서구 갈마동 692도,갈마아파트네거리,915,1995-01-10,차량등,LED,3색등,127.3679133,36.3428944
9403,서구 갈마동 691구,갈마아파트네거리,915,1995-01-10,차량등,LED,3색등,127.367867,36.3429332
9402,서구 갈마동 692도,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3679448,36.34286799
9401,서구 갈마동 692도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3667881,36.34194662
9400,서구 갈마동 410-3도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3667786,36.34191797
9399,서구 갈마동 692도,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3667995,36.34198086
9398,서구 갈마동 692도,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3667995,36.34198086
9397,서구 갈마동 692도,미소지움(단),914,2005-10-26,차량등,LED,3색등,127.3666516,36.3403186
9396,서구 갈마동 691구,미소지움(단),914,2005-10-26,차량등,LED,3색등,127.3666028,36.34031875
9395,서구 갈마동 692도,미소지움(단),914,2005-10-26,보행등,LED,2색등,127.3666897,36.34031849
9394,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3666649,36.33838598
9393,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3666216,36.33838571
9392,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3667131,36.33840631
9391,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3667121,36.33838627
9390,서구 내동 220-2대,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3667458,36.33818218
9389,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3666955,36.33721678
9388,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3666443,36.33721635
9387,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.366751,36.33723867
9386,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3667482,36.33721722
9385,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3667733,36.33708458
9383,서구 내동 152도,교통방송국(단),1249,1999-07-29,차량등,LED,3색등,127.366892,36.3360708
9382,서구 내동 152도,교통방송국(단),1249,1999-07-29,보행등,LED,2색등,127.3669683,36.33612504
9381,서구 내동 152도,도솔네거리,884,2013-11-16,차량등,LED,4색등,127.3679976,36.33455767
9380,서구 내동 152도,도솔네거리,884,2013-11-16,차량등,LED,4색등,127.3680327,36.33457935
9379,서구 변동 산10-65 도,도솔네거리,884,2013-11-16,차량등,LED,4색등,127.3679609,36.33444765
9378,서구 내동 산10-65 도,도솔네거리,884,2013-11-16,보행등,LED,2색등,127.3679342,36.3345366
9377,서구 내동 152도,도솔네거리,884,2013-11-16,보행등,LED,2색등,127.3679613,36.33453528
9376,서구 내동 152도,도솔네거리,884,2013-11-16,보행등,LED,2색등,127.3681042,36.33465276
9375,서구 내동 152도,도솔네거리,884,2013-11-16,보조등,LED,1색등,127.3681183,36.33463771
9374,서구 내동 152도,교통방송국(단),1249,1999-07-29,차량등,LED,3색등,127.3670859,36.33573058
9373,서구 내동 152도,교통방송국(단),1249,1999-07-29,차량등,LED,3색등,127.3671179,36.33574753
9372,서구 내동 152도,교통방송국(단),1249,1999-07-29,차량등,LED,3색등,127.3667983,36.33613037
9371,서구 내동 152도,교통방송국(단),1249,1999-07-29,보행등,LED,2색등,127.3668087,36.33609196
9370,서구 내동 152도,,,,경보등,LED,2색등,127.3666304,36.33649343
9369,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3665865,36.33713716
9368,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3665863,36.33715212
9367,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,4색등,127.3666227,36.33711905
9366,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,4색등,127.366654,36.33711901
9365,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3665806,36.3372712
9364,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.366556,36.33826127
9363,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,3색등,127.3665557,36.33828112
9362,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,4색등,127.3665904,36.33824385
9361,서구 내동 152도,롯데APT삼거리,913,1995-07-25,차량등,LED,4색등,127.3666198,36.3382442
9360,서구 내동 152도,롯데APT삼거리,913,1995-07-25,보행등,LED,2색등,127.3665403,36.33846485
9359,서구 갈마동 432-1도,미소지움(단),914,2005-10-26,차량등,LED,3색등,127.3665385,36.34005852
9358,서구 갈마동 432-1도,미소지움(단),914,2005-10-26,차량등,LED,3색등,127.3665773,36.34005899
9357,서구 갈마동 690도,미소지움(단),914,2005-10-26,보행등,LED,2색등,127.366468,36.34031743
9356,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3664993,36.34192931
9355,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3664993,36.34192931
9354,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3664995,36.34190484
9353,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3664997,36.34187268
9352,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3664993,36.34192931
9351,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3666332,36.34205555
9350,서구 갈마동 691구,갈마아파트네거리,915,1995-01-10,차량등,LED,4색등,127.3666904,36.34206211
9349,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3665719,36.34204853
9348,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3667072,36.34214647
9347,서구 갈마동 690도,갈마아파트네거리,915,1995-01-10,차량등,LED,3색등,127.3677625,36.3428987
9346,서구 갈마동 691구,갈마아파트네거리,915,1995-01-10,차량등,LED,3색등,127.3677857,36.34287791
9345,서구 갈마동 390-22대,갈마아파트네거리,915,1995-01-10,보행등,LED,2색등,127.3677179,36.34293864
9344,서구 갈마동 419-1도,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.3688307,36.34370115
9343,서구 갈마동 703도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3688132,36.34371944
9342,서구 갈마동 419-1도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3688502,36.34368078
9341,서구 갈마동 703도,갈마APT삼거리,916,1993-07-15,보행등,LED,2색등,127.3687759,36.34375836
9340,서구 갈마동 703도,갈마APT삼거리,916,1993-07-15,보행등,LED,2색등,127.3695487,36.34401396
9339,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.3696817,36.34393054
9338,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.369777,36.34398318
9337,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.3698206,36.34381922
9336,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.369787,36.34379783
9335,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,보행등,LED,2색등,127.3698668,36.34384861
9334,서구 갈마동 693도,갈마고개(단),917,1993-07-15,차량등,LED,3색등,127.3714575,36.34244033
9333,서구 갈마동 693도,갈마고개(단),917,1993-07-15,차량등,LED,3색등,127.3714338,36.34242116
9332,서구 갈마동 693도,갈마고개(단),917,1993-07-15,보조등,LED,3색등,127.3714879,36.34246498
9331,서구 갈마동 693도,갈마고개(단),917,1993-07-15,보행등,LED,2색등,127.3714879,36.34246498
9330,서구 갈마동 1495도,통신연수원삼거리,912,1993-07-23,차량등,LED,3색등,127.3733891,36.34077515
9328,서구 갈마동 1495도,통신연수원삼거리,912,1993-07-23,차량등,LED,3색등,127.3733619,36.3407547
9327,서구 갈마동 1495도,통신연수원삼거리,912,1993-07-23,보행등,LED,2색등,127.373417,36.34079625
9326,서구 갈마동 1495도,통신연수원삼거리,912,1993-07-23,보행등,LED,2색등,127.373417,36.34079625
9325,서구 괴정동 415도,통신연수원삼거리,912,1993-07-23,보행등,LED,2색등,127.3732853,36.34066716
9324,서구 갈마동 693도,갈마고개(단),917,1993-07-15,차량등,LED,3색등,127.3713583,36.34238398
9323,서구 갈마동 693도,갈마고개(단),917,1993-07-15,차량등,LED,3색등,127.3713843,36.34240512
9322,서구 갈마동 408-12임,갈마고개(단),917,1993-07-15,보조등,LED,3색등,127.3713261,36.34235775
9321,서구 갈마동 408-12임,갈마고개(단),917,1993-07-15,보행등,LED,2색등,127.3713407,36.34234452
9320,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,4색등,127.3697521,36.34377265
9319,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3697521,36.34377265
9318,서구 갈마동 419-12도,갈마APT삼거리,916,1993-07-15,보행등,LED,2색등,127.3696907,36.34373827
9317,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3693299,36.34987563
9316,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3693012,36.34987532
9315,서구 갈마동 339-1대,갤러리휴리움네거리,923,2005-09-23,보행등,LED,2색등,127.3693955,36.34975195
9314,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,보행등,LED,2색등,127.3693659,36.34987603
9313,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3693661,36.34979168
9312,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3693662,36.34981297
9311,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,보행등,LED,2색등,127.369366,36.34975527
9310,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3694765,36.34757309
9309,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.369477,36.34755514
9308,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3694251,36.34761145
9307,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3693859,36.34761073
9306,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3694755,36.34761236
9305,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3694755,36.34761236
9304,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3694813,36.34746499
9303,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3694813,36.34746499
9302,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,차량등,LED,3색등,127.3694428,36.34641619
9301,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,보행등,LED,2색등,127.369526,36.34641975
9300,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,차량등,LED,3색등,127.3695189,36.34606908
9299,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,차량등,LED,3색등,127.3694707,36.34606799
9298,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,보행등,LED,2색등,127.3695449,36.34606966
9297,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3695973,36.3440659
9296,서구 갈마동 693도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3696479,36.34407937
9295,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,보행등,LED,2색등,127.3693565,36.34614074
9294,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,차량등,LED,3색등,127.369459,36.3461596
9293,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,차량등,LED,3색등,127.3693778,36.34643739
9292,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,차량등,LED,3색등,127.3694324,36.34643795
9291,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,보조등,LED,3색등,127.3693524,36.34643713
9290,서구 갈마동 693도,둔산소방서(단),1320,2016-12-20,보행등,LED,2색등,127.3693524,36.34643713
9289,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3693455,36.34736225
9288,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3693925,36.34736256
9287,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3693187,36.34736208
9286,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.369301,36.34746585
9285,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3692905,36.34755529
9284,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,차량등,LED,4색등,127.3692911,36.34752898
9283,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3692892,36.34761065
9282,서구 갈마동 693도,둔산소방서네거리,921,1992-05-31,보행등,LED,2색등,127.3692892,36.34761065
9281,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3692178,36.34975208
9280,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3692653,36.34975287
9279,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,보행등,LED,2색등,127.3691851,36.34975154
9278,서구 갈마동 693도,갤러리휴리움네거리,923,2005-09-23,보행등,LED,2색등,127.3691868,36.34973192
9277,서구 갈마동 692도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3691235,36.34983209
9276,서구 갈마동 692도,갤러리휴리움네거리,923,2005-09-23,차량등,LED,4색등,127.3691237,36.34980336
9275,서구 갈마동 315-4대,갤러리휴리움네거리,923,2005-09-23,보행등,LED,2색등,127.3691232,36.3498756
9274,서구 갈마동 691구,갈마천주교(단),925,1999-01-15,차량등,LED,3색등,127.3681951,36.35124721
9273,서구 갈마동 691구,갈마천주교(단),925,1999-01-15,차량등,LED,3색등,127.3681367,36.35124643
9272,서구 갈마동 692도,갈마천주교(단),925,1999-01-15,보행등,LED,2색등,127.3682678,36.35102259
9271,서구 갈마동 691구,갤러리휴리움(단),922,1994-11-15,차량등,LED,3색등,127.3682875,36.3496104
9270,서구 갈마동 691구,갤러리휴리움(단),922,1994-11-15,차량등,LED,3색등,127.3682434,36.34960855
9268,서구 갈마동 692도,갤러리휴리움(단),922,1994-11-15,보행등,LED,2색등,127.3683378,36.34961352
9267,서구 갈마동 691구,갈마중(단),920,1998-08-20,차량등,LED,3색등,127.3683853,36.34760731
9266,서구 갈마동 691구,갈마중(단),920,1998-08-20,차량등,LED,3색등,127.3683436,36.34760581
9265,서구 갈마동 692도,갈마중(단),920,1998-08-20,보행등,LED,2색등,127.3684379,36.34763032
9264,서구 갈마동 692도,갈마제일슈퍼(단),919,1993-12-13,차량등,LED,3색등,127.3684799,36.346389
9263,서구 갈마동 691구,갈마제일슈퍼(단),919,1993-12-13,차량등,LED,3색등,127.3684227,36.34638859
9262,서구 갈마동 692도,갈마제일슈퍼(단),919,1993-12-13,보행등,LED,2색등,127.3685147,36.34638926
9261,서구 갈마동 692도,갈마제일슈퍼(단),919,1993-12-13,보행등,LED,2색등,127.3685242,36.34615699
9260,서구 갈마동 692도,양녕요양병원(단),918,2011-12-22,차량등,LED,3색등,127.3685371,36.3448645
9259,서구 갈마동 691구,양녕요양병원(단),918,2011-12-22,차량등,LED,3색등,127.368482,36.34486287
9258,서구 갈마동 692도,양녕요양병원(단),918,2011-12-22,보조등,LED,3색등,127.368584,36.34486589
9257,서구 갈마동 692도,양녕요양병원(단),918,2011-12-22,보행등,LED,2색등,127.368584,36.34486589
9256,서구 갈마동 690도,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3684604,36.34341946
9255,서구 갈마동 691구,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3685249,36.34373303
9254,서구 갈마동 691구,갈마APT삼거리,916,1993-07-15,차량등,LED,3색등,127.3685752,36.34373677
9253,서구 갈마동 690도,갈마APT삼거리,916,1993-07-15,보조등,LED,2색등,127.3684643,36.34372853
9252,서구 갈마동 690도,갈마APT삼거리,916,1993-07-15,보행등,LED,2색등,127.3684643,36.34372853
9251,서구 갈마동 690도,양녕요양병원(단),918,2011-12-22,차량등,LED,3색등,127.36844,36.34489316
9250,서구 갈마동 691구,양녕요양병원(단),918,2011-12-22,차량등,LED,3색등,127.3684891,36.34489369
9249,서구 갈마동 690도,양녕요양병원(단),918,2011-12-22,보행등,LED,2색등,127.3683928,36.34489265
9248,서구 갈마동 691구,갈마제일슈퍼(단),919,1993-12-13,차량등,LED,3색등,127.3683831,36.3460755
9247,서구 갈마동 691구,갈마제일슈퍼(단),919,1993-12-13,차량등,LED,3색등,127.3684385,36.34607677
9246,서구 갈마동 690도,갈마제일슈퍼(단),919,1993-12-13,보행등,LED,2색등,127.3683471,36.34607467
9245,서구 갈마동 690도,갈마제일슈퍼(단),919,1993-12-13,보행등,LED,2색등,127.3683268,36.34630423
9244,서구 갈마동 691구,갈마중(단),920,1998-08-20,차량등,LED,3색등,127.3683075,36.34736705
9243,서구 갈마동 691구,갈마중(단),920,1998-08-20,차량등,LED,3색등,127.3683518,36.34736781
9242,서구 갈마동 690도,갈마중(단),920,1998-08-20,보행등,LED,2색등,127.368247,36.34766728
9241,서구 갈마동 691구,갤러리휴리움(단),922,1994-11-15,차량등,LED,3색등,127.3681946,36.34961533
9240,서구 갈마동 691구,갤러리휴리움(단),922,1994-11-15,차량등,LED,3색등,127.3682199,36.34961517
9239,서구 갈마동 690도,갤러리휴리움(단),922,1994-11-15,보행등,LED,2색등,127.3681475,36.34961486
9238,서구 갈마동 691구,갈마천주교(단),925,1999-01-15,차량등,LED,3색등,127.3681378,36.35105934
9237,서구 갈마동 690도,갈마천주교(단),925,1999-01-15,차량등,LED,3색등,127.368067,36.35107722
9236,서구 갈마동 690도,갈마천주교(단),925,1999-01-15,보행등,LED,2색등,127.3680561,36.35103791
9231,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,4색등,127.3698982,36.35248889
9230,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,3색등,127.3700089,36.35252821
9229,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,3색등,127.3700368,36.35251111
9228,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,4색등,127.3701443,36.35234781
9227,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,4색등,127.3701177,36.35231952
9226,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,보행등,LED,2색등,127.3701745,36.35241924
9225,서구 갈마동 343-53도,갈마지하차도(경),1878,1993-12-26,경보등,LED,3색등,127.3723421,36.35072432
9224,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,3색등,127.3699928,36.35219714
9223,서구 갈마동 308-16도,갈마삼거리,1164,1988-12-18,보행등,LED,2색등,127.3699165,36.35211273
9222,서구 갈마동 693도,갈마삼거리,1164,1988-12-18,보행등,LED,2색등,127.3697411,36.35210889
9221,서구 갈마동 693도,갈마삼거리,1164,1988-12-18,보행등,LED,2색등,127.369578,36.35222655
9220,서구 갈마동 307-34도,갈마삼거리,1164,1988-12-18,차량등,LED,3색등,127.3696266,36.35235712
9219,서구 갈마동 685도,갈마삼거리,1164,1988-12-18,차량등,LED,3색등,127.3696506,36.35238202
9218,서구 갈마동 692도,갈마네거리,1162,1994-11-25,보행등,LED,2색등,127.3688555,36.35272849
9217,서구 갈마동 691구,갈마네거리,1162,1994-11-25,차량등,LED,4색등,127.3686938,36.35276082
9216,서구 갈마동 691구,갈마네거리,1162,1994-11-25,차량등,LED,4색등,127.3687377,36.35274706
9215,서구 갈마동 691구,갈마네거리,1162,1994-11-25,보행등,LED,2색등,127.3686395,36.35278022
9207,서구 월평동 1516도,월평역네거리,1237,1993-07-23,차량등,LED,4색등,127.3640123,36.35857308
9206,서구 월평동 1516도,월평역네거리,1237,1993-07-23,차량등,LED,4색등,127.3639683,36.35857643
9205,서구 월평동 1516도,월평역네거리,1237,1993-07-23,보행등,LED,2색등,127.3640452,36.35857056
9204,서구 월평동 1555도,월평역네거리,1237,1993-07-23,보행등,LED,2색등,127.3640406,36.35809368
9203,서구 월평동 1523도,신촌네거리,63,1993-12-26,차량등,LED,4색등,127.3639984,36.35632949
9202,서구 월평동 1523도,신촌네거리,63,1993-12-26,차량등,LED,4색등,127.3639546,36.35632962
9201,서구 월평동 1523도,신촌네거리,63,1993-12-26,보행등,LED,2색등,127.3640301,36.35632939
9200,서구 월평동 1523도,신촌네거리,63,1993-12-26,보행등,LED,2색등,127.3640301,36.35632939
9199,서구 월평동 1523도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3639732,36.35461137
9198,서구 월평동 1523도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3639457,36.35461105
9197,서구 월평동 1523도,대전일보네거리,926,1993-08-24,보행등,LED,2색등,127.3640195,36.3546119
9196,서구 월평동 1528-1도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3640794,36.3542018
9195,서구 월평동 1528-1도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3640723,36.35426267
9194,서구 월평동 1528-1도,대전일보네거리,926,1993-08-24,보행등,LED,2색등,127.3640863,36.35414245
9193,서구 월평동 1528-1도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3639027,36.35412771
9192,서구 월평동 1528-1도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3639349,36.35412789
9190,서구 월평동 1528도,대전일보네거리,926,1993-08-24,보행등,LED,2색등,127.3638493,36.35410545
9189,서구 월평동 1528도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3637178,36.35437329
9188,서구 월평동 1528도,대전일보네거리,926,1993-08-24,차량등,LED,4색등,127.3637253,36.35430702
9186,서구 월평동 1528도,대전일보네거리,926,1993-08-24,보행등,LED,2색등,127.3637091,36.35443797
9185,서구 월평동 1555도,월평역네거리,1237,1993-07-23,차량등,LED,4색등,127.3638867,36.35806784
9184,서구 월평동 1555도,월평역네거리,1237,1993-07-23,차량등,LED,4색등,127.3639416,36.35806793
9183,서구 월평동 510-1대,월평역네거리,1237,1993-07-23,보행등,LED,2색등,127.363838,36.35806777
9182,서구 월평동 1516도,월평역네거리,1237,1993-07-23,보행등,LED,2색등,127.3638715,36.35858009
